TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,is_high_amount,terminal_fraud_history_28d,is_unusual_for_customer
48,2018-04-01 00:37:45,1660,1562,43.52,2265,0,0,0,False,0,0
49,2018-04-01 00:38:22,4853,1417,10.8,2302,0,0,0,False,0,0
50,2018-04-01 00:38:40,4489,4112,130.35,2320,0,0,0,False,0,0
51,2018-04-01 00:38:55,4710,511,12.48,2335,0,0,0,False,0,0
52,2018-04-01 00:39:10,4106,4930,83.65,2350,0,0,0,False,0,0
53,2018-04-01 00:40:12,935,7005,8.37,2412,0,0,0,False,0,0
54,2018-04-01 00:43:00,4143,6255,59.27,2580,0,0,0,False,0,0
55,2018-04-01 00:43:59,382,2079,15.35,2639,0,0,0,False,0,0
56,2018-04-01 00:44:14,2594,5446,71.91,2654,0,0,0,False,0,0
57,2018-04-01 00:44:20,4465,8405,34.56,2660,0,0,0,False,0,0
58,2018-04-01 00:45:46,3765,8705,20.8,2746,0,0,0,False,0,0
59,2018-04-01 00:45:51,381,7869,23.15,2751,0,0,0,False,0,0
60,2018-04-01 00:46:39,1380,8113,4.56,2799,0,0,0,False,0,0
61,2018-04-01 00:47:24,3431,7795,56.14,2844,0,0,0,False,0,0
62,2018-04-01 00:47:48,3873,1273,18.93,2868,0,0,0,False,0,0
63,2018-04-01 00:48:13,2798,8688,76.93,2893,0,0,0,False,0,0
64,2018-04-01 00:48:26,4401,1409,24.08,2906,0,0,0,False,0,0
65,2018-04-01 00:48:27,1181,6730,56.48,2907,0,0,0,False,0,0
66,2018-04-01 00:49:01,4044,6763,96.71,2941,0,0,0,False,0,0
67,2018-04-01 00:50:02,1525,3736,70.01,3002,0,0,0,False,0,0
68,2018-04-01 00:50:33,2373,5821,25.99,3033,0,0,0,False,0,0
69,2018-04-01 00:51:19,4235,3352,24.91,3079,0,0,0,False,0,0
70,2018-04-01 00:51:21,712,6214,20.25,3081,0,0,0,False,0,0
71,2018-04-01 00:51:33,1597,4721,83.07,3093,0,0,0,False,0,0
72,2018-04-01 00:51:48,1186,3592,124.86,3108,0,0,0,False,0,0
73,2018-04-01 00:52:16,2109,5559,68.86,3136,0,0,0,False,0,0
74,2018-04-01 00:53:28,3615,4739,23.02,3208,0,0,0,False,0,0
75,2018-04-01 00:55:44,3332,2254,54.8,3344,0,0,0,False,0,0
76,2018-04-01 00:55:48,3904,8641,46.01,3348,0,0,0,False,0,0
77,2018-04-01 00:55:48,4757,2889,37.11,3348,0,0,0,False,0,0
78,2018-04-01 00:57:10,975,8457,16.56,3430,0,0,0,False,0,0
79,2018-04-01 00:57:25,426,2606,82.58,3445,0,0,0,False,0,0
80,2018-04-01 00:57:30,3657,5864,25.22,3450,0,0,0,False,0,0
81,2018-04-01 00:57:34,4113,8376,20.86,3454,0,0,0,False,0,0
82,2018-04-01 00:58:09,1705,1967,21.76,3489,0,0,0,False,0,0
83,2018-04-01 00:58:36,1505,9817,19.88,3516,0,0,0,False,0,0
84,2018-04-01 00:59:37,2955,3734,52.5,3577,0,0,0,False,0,0
85,2018-04-01 00:59:43,2874,2603,15.88,3583,0,0,0,False,0,0
86,2018-04-01 01:00:17,893,7750,4.94,3617,0,0,0,False,0,0
87,2018-04-01 01:01:51,2873,4072,66.08,3711,0,0,0,False,0,0
88,2018-04-01 01:03:08,1073,6612,85.33,3788,0,0,0,False,0,0
89,2018-04-01 01:05:34,3387,7836,52.45,3934,0,0,0,False,0,0
90,2018-04-01 01:05:34,4967,5237,9.58,3934,0,0,0,False,0,0
91,2018-04-01 01:07:32,1396,6038,16.16,4052,0,0,0,False,0,0
92,2018-04-01 01:08:19,3411,516,17.2,4099,0,0,0,False,0,0
93,2018-04-01 01:09:14,3851,4844,64.43,4154,0,0,0,False,0,0
94,2018-04-01 01:10:07,4115,3550,5.54,4207,0,0,0,False,0,0
95,2018-04-01 01:11:00,8,3665,2.08,4260,0,0,0,False,0,0
96,2018-04-01 01:11:03,1854,4578,20.5,4263,0,0,0,False,0,0
97,2018-04-01 01:11:14,4846,7374,42.27,4274,0,0,0,False,0,0
98,2018-04-01 01:11:16,786,5372,46.77,4276,0,0,0,False,0,0
99,2018-04-01 01:11:32,535,6542,5.83,4292,0,0,0,False,0,0
100,2018-04-01 01:12:39,3744,5737,17.65,4359,0,0,0,False,0,0
101,2018-04-01 01:12:48,1401,1147,44.84,4368,0,0,0,False,0,0
102,2018-04-01 01:13:57,4876,9880,37.58,4437,0,0,0,False,0,0
103,2018-04-01 01:15:59,2166,970,16.41,4559,0,0,0,False,0,0
104,2018-04-01 01:16:52,2839,6360,48.03,4612,0,0,0,False,0,0
105,2018-04-01 01:17:57,1332,3823,76.44,4677,0,0,0,False,0,0
106,2018-04-01 01:19:08,3325,1362,25.72,4748,0,0,0,False,0,0
107,2018-04-01 01:19:34,4908,392,23.97,4774,0,0,0,False,0,0
108,2018-04-01 01:20:45,1799,510,62.76,4845,0,0,0,False,0,0
109,2018-04-01 01:20:57,655,2972,96.89,4857,0,0,0,False,0,0
110,2018-04-01 01:22:16,2342,9598,13.1,4936,0,0,0,False,0,0
111,2018-04-01 01:23:49,3041,891,85.59,5029,0,0,0,False,0,0
112,2018-04-01 01:24:08,3481,9300,73.45,5048,0,0,0,False,0,0
113,2018-04-01 01:24:23,1974,8218,22.45,5063,0,0,0,False,0,0
114,2018-04-01 01:24:51,4836,4463,100.08,5091,0,0,0,False,0,0
115,2018-04-01 01:25:06,447,253,91.8,5106,0,0,0,False,0,0
116,2018-04-01 01:25:29,4203,6749,148.6,5129,0,0,0,False,0,0
117,2018-04-01 01:25:46,1608,2055,51.65,5146,0,0,0,False,0,0
118,2018-04-01 01:26:30,408,4853,23.41,5190,0,0,0,False,0,0
119,2018-04-01 01:28:30,973,1746,47.74,5310,0,0,0,False,0,0
120,2018-04-01 01:29:20,1708,5472,37.68,5360,0,0,0,False,0,0
121,2018-04-01 01:29:37,4217,5249,72.3,5377,0,0,0,False,0,0
122,2018-04-01 01:30:06,1037,6760,58.98,5406,0,0,0,False,0,0
123,2018-04-01 01:30:26,4785,9406,39.23,5426,0,0,0,False,0,0
124,2018-04-01 01:30:29,1697,7059,35.01,5429,0,0,0,False,0,0
125,2018-04-01 01:30:36,1151,7438,98.12,5436,0,0,0,False,0,0
126,2018-04-01 01:30:47,1321,7991,100.18,5447,0,0,0,False,0,0
127,2018-04-01 01:31:16,2387,248,34.56,5476,0,0,0,False,0,0
129,2018-04-01 01:32:21,4460,1366,28.15,5541,0,0,0,False,0,0
128,2018-04-01 01:32:21,3550,1431,5.62,5541,0,0,0,False,0,0
130,2018-04-01 01:32:39,724,6245,90.91,5559,0,0,0,False,0,0
131,2018-04-01 01:32:56,3122,8829,0.86,5576,0,0,0,False,0,0
132,2018-04-01 01:34:25,2753,3336,48.24,5665,0,0,0,False,0,0
133,2018-04-01 01:34:29,3059,777,87.32,5669,0,0,0,False,0,0
134,2018-04-01 01:35:10,4477,3543,59.51,5710,0,0,0,False,0,0
135,2018-04-01 01:35:31,3556,8126,83.48,5731,0,0,0,False,0,0
136,2018-04-01 01:36:50,1028,8336,37.29,5810,0,0,0,False,0,0
137,2018-04-01 01:37:03,4313,3371,16.66,5823,0,0,0,False,0,0
138,2018-04-01 01:37:16,2570,267,64.93,5836,0,0,0,False,0,0
139,2018-04-01 01:37:17,3618,2929,5.61,5837,0,0,0,False,0,0
140,2018-04-01 01:38:20,2039,8013,1.92,5900,0,0,0,False,0,0
141,2018-04-01 01:38:24,524,3870,97.85,5904,0,0,0,False,0,0
142,2018-04-01 01:38:25,230,7708,18.93,5905,0,0,0,False,0,0
143,2018-04-01 01:38:35,4599,6271,44.41,5915,0,0,0,False,0,0
144,2018-04-01 01:38:36,4015,6901,13.1,5916,0,0,0,False,0,0
145,2018-04-01 01:39:17,3282,8899,99.54,5957,0,0,0,False,0,0
146,2018-04-01 01:39:37,4347,6974,26.85,5977,0,0,0,False,0,0
147,2018-04-01 01:40:44,1193,6150,64.0,6044,0,0,0,False,0,0
148,2018-04-01 01:42:16,1457,5424,33.16,6136,0,0,0,False,0,0
149,2018-04-01 01:42:17,2431,6100,45.58,6137,0,0,0,False,0,0
150,2018-04-01 01:42:27,3131,661,30.51,6147,0,0,0,False,0,0
151,2018-04-01 01:42:33,3831,2976,116.57,6153,0,0,0,False,0,0
152,2018-04-01 01:43:19,1453,7269,43.45,6199,0,0,0,False,0,0
153,2018-04-01 01:43:25,2716,89,17.01,6205,0,0,0,False,0,0
154,2018-04-01 01:43:35,4156,9844,107.84,6215,0,0,0,False,0,0
155,2018-04-01 01:47:05,1958,9858,108.07,6425,0,0,0,False,0,0
156,2018-04-01 01:47:28,2902,7698,78.72,6448,0,0,0,False,0,0
157,2018-04-01 01:48:09,3644,8780,48.9,6489,0,0,0,False,0,0
158,2018-04-01 01:48:09,4405,400,88.36,6489,0,0,0,False,0,0
159,2018-04-01 01:49:29,2391,1585,63.52,6569,0,0,0,False,0,0
160,2018-04-01 01:49:43,1843,4448,65.86,6583,0,0,0,False,0,0
161,2018-04-01 01:49:51,2608,8229,65.08,6591,0,0,0,False,0,0
162,2018-04-01 01:50:15,4683,6847,14.31,6615,0,0,0,False,0,0
163,2018-04-01 01:50:31,1802,9995,24.19,6631,0,0,0,False,0,0
164,2018-04-01 01:50:43,3076,9926,90.46,6643,0,0,0,False,0,0
165,2018-04-01 01:50:46,3600,2581,7.94,6646,0,0,0,False,0,0
166,2018-04-01 01:51:12,3270,5096,62.95,6672,0,0,0,False,0,0
167,2018-04-01 01:51:24,731,1304,57.3,6684,0,0,0,False,0,0
168,2018-04-01 01:51:49,3013,8175,6.17,6709,0,0,0,False,0,0
169,2018-04-01 01:54:28,955,5234,40.17,6868,0,0,0,False,0,0
170,2018-04-01 01:54:39,1254,8467,54.81,6879,0,0,0,False,0,0
171,2018-04-01 01:54:50,569,6132,88.55,6890,0,0,0,False,0,0
172,2018-04-01 01:54:52,2081,7861,31.15,6892,0,0,0,False,0,0
173,2018-04-01 01:55:16,4013,5334,73.2,6916,0,0,0,False,0,0
174,2018-04-01 01:55:28,474,776,10.67,6928,0,0,0,False,0,0
175,2018-04-01 01:55:54,4657,4740,22.21,6954,0,0,0,False,0,0
176,2018-04-01 01:56:23,398,5874,8.8,6983,0,0,0,False,0,0
177,2018-04-01 01:56:44,55,1677,35.06,7004,0,0,0,False,0,0
178,2018-04-01 01:57:09,1877,2158,44.35,7029,0,0,0,False,0,0
179,2018-04-01 01:57:21,850,8890,86.04,7041,0,0,0,False,0,0
180,2018-04-01 01:59:10,1759,7277,104.19,7150,0,0,0,False,0,0
181,2018-04-01 01:59:15,159,6452,54.22,7155,0,0,0,False,0,0
182,2018-04-01 01:59:53,2352,5183,23.28,7193,0,0,0,False,0,0
183,2018-04-01 02:00:26,531,9634,49.68,7226,0,0,0,False,0,0
184,2018-04-01 02:00:54,865,7412,42.46,7254,0,0,0,False,0,0
185,2018-04-01 02:01:01,3048,1833,23.74,7261,0,0,0,False,0,0
186,2018-04-01 02:01:45,4736,5345,74.71,7305,0,0,0,False,0,0
187,2018-04-01 02:01:59,4742,499,2.17,7319,0,0,0,False,0,0
188,2018-04-01 02:03:39,1263,3610,24.57,7419,0,0,0,False,0,0
189,2018-04-01 02:03:44,1548,4473,68.77,7424,0,0,0,False,0,0
190,2018-04-01 02:03:45,4539,8929,158.23,7425,0,0,0,False,0,0
191,2018-04-01 02:03:55,1432,4195,125.95,7435,0,0,0,False,0,0
192,2018-04-01 02:04:04,1312,4745,7.35,7444,0,0,0,False,0,0
193,2018-04-01 02:04:08,3131,8040,28.34,7448,0,0,0,False,0,0
194,2018-04-01 02:04:29,2971,550,30.3,7469,0,0,0,False,0,0
195,2018-04-01 02:05:13,1172,9909,28.15,7513,0,0,0,False,0,0
196,2018-04-01 02:06:28,1964,7897,5.41,7588,0,0,0,False,0,0
197,2018-04-01 02:07:46,2701,5125,49.36,7666,0,0,0,False,0,0
198,2018-04-01 02:07:55,749,5373,151.75,7675,0,0,0,False,0,0
199,2018-04-01 02:08:19,3128,7993,41.12,7699,0,0,0,False,0,0
200,2018-04-01 02:09:22,819,1591,75.38,7762,0,0,0,False,0,0
201,2018-04-01 02:09:23,3558,1223,51.45,7763,0,0,0,False,0,0
202,2018-04-01 02:09:24,4995,7062,89.68,7764,0,0,0,False,0,0
203,2018-04-01 02:09:28,2839,5886,60.52,7768,0,0,0,False,0,0
204,2018-04-01 02:09:40,2946,6776,17.26,7780,0,0,0,False,0,0
205,2018-04-01 02:09:51,825,7474,83.55,7791,0,0,0,False,0,0
206,2018-04-01 02:10:34,3409,8175,90.53,7834,0,0,0,False,0,0
207,2018-04-01 02:10:41,1093,9083,17.06,7841,0,0,0,False,0,0
208,2018-04-01 02:12:14,2811,623,99.52,7934,0,0,0,False,0,0
209,2018-04-01 02:12:46,1440,4831,64.71,7966,0,0,0,False,0,0
210,2018-04-01 02:12:54,3814,9250,19.88,7974,0,0,0,False,0,0
211,2018-04-01 02:13:34,1631,795,37.45,8014,0,0,0,False,0,0
212,2018-04-01 02:13:54,354,3835,22.84,8034,0,0,0,False,0,0
213,2018-04-01 02:14:20,3261,9431,25.46,8060,0,0,0,False,0,0
214,2018-04-01 02:15:07,1913,7248,105.05,8107,0,0,0,False,0,0
215,2018-04-01 02:16:23,1075,8491,5.94,8183,0,0,0,False,0,0
216,2018-04-01 02:16:37,4936,8213,60.43,8197,0,0,0,False,0,0
217,2018-04-01 02:16:55,1894,2722,6.6,8215,0,0,0,False,0,0
218,2018-04-01 02:17:26,220,7207,110.42,8246,0,0,0,False,0,0
219,2018-04-01 02:18:02,4322,2944,12.02,8282,0,0,0,False,0,0
220,2018-04-01 02:18:04,953,3600,17.3,8284,0,0,0,False,0,0
221,2018-04-01 02:18:26,4122,1625,30.13,8306,0,0,0,False,0,0
222,2018-04-01 02:18:39,2081,1350,67.28,8319,0,0,0,False,0,0
223,2018-04-01 02:19:27,3937,8131,94.79,8367,0,0,0,False,0,0
224,2018-04-01 02:19:42,3083,9653,36.82,8382,0,0,0,False,0,0
225,2018-04-01 02:20:26,2152,5039,67.34,8426,0,0,0,False,0,0
226,2018-04-01 02:20:28,423,3176,30.29,8428,0,0,0,False,0,0
227,2018-04-01 02:20:32,3379,1588,29.08,8432,0,0,0,False,0,0
228,2018-04-01 02:20:52,1545,5772,57.73,8452,0,0,0,False,0,0
229,2018-04-01 02:20:58,3217,1796,47.89,8458,0,0,0,False,0,0
230,2018-04-01 02:22:02,447,6492,94.1,8522,0,0,0,False,0,0
231,2018-04-01 02:22:12,2326,8614,49.37,8532,0,0,0,False,0,0
232,2018-04-01 02:22:32,2121,837,97.68,8552,0,0,0,False,0,0
233,2018-04-01 02:22:38,3674,7431,103.32,8558,0,0,0,False,0,0
234,2018-04-01 02:23:15,3869,5536,19.82,8595,0,0,0,False,0,0
235,2018-04-01 02:23:29,3153,2843,91.54,8609,0,0,0,False,0,0
236,2018-04-01 02:24:12,2235,2518,47.13,8652,0,0,0,False,0,0
237,2018-04-01 02:24:16,851,6323,29.43,8656,0,0,0,False,0,0
238,2018-04-01 02:24:21,4931,6802,14.14,8661,0,0,0,False,0,0
239,2018-04-01 02:24:40,30,4585,171.78,8680,0,0,0,False,0,0
240,2018-04-01 02:24:55,3258,2875,70.12,8695,0,0,0,False,0,0
241,2018-04-01 02:25:09,1143,9735,62.02,8709,0,0,0,False,0,0
242,2018-04-01 02:25:12,1953,4132,73.95,8712,0,0,0,False,0,0
243,2018-04-01 02:25:21,671,9863,7.72,8721,0,0,0,False,0,0
244,2018-04-01 02:25:54,1597,8217,146.05,8754,0,0,0,False,0,0
245,2018-04-01 02:26:15,3919,8275,24.86,8775,0,0,0,False,0,0
246,2018-04-01 02:26:25,3604,4035,77.33,8785,0,0,0,False,0,0
247,2018-04-01 02:26:38,574,6031,58.26,8798,0,0,0,False,0,0
248,2018-04-01 02:26:41,2806,290,26.31,8801,0,0,0,False,0,0
249,2018-04-01 02:26:53,1432,5320,106.4,8813,0,0,0,False,0,0
250,2018-04-01 02:27:04,340,6610,31.55,8824,0,0,0,False,0,0
251,2018-04-01 02:27:24,3337,9444,74.74,8844,0,0,0,False,0,0
252,2018-04-01 02:27:51,4036,1441,120.14,8871,0,0,0,False,0,0
253,2018-04-01 02:28:06,2164,4246,95.28,8886,0,0,0,False,0,0
254,2018-04-01 02:28:13,1106,6543,25.87,8893,0,0,0,False,0,0
255,2018-04-01 02:28:17,497,3357,28.96,8897,0,0,0,False,0,0
256,2018-04-01 02:28:17,270,8784,10.78,8897,0,0,0,False,0,0
257,2018-04-01 02:28:41,1935,2518,5.53,8921,0,0,0,False,0,0
258,2018-04-01 02:29:22,3317,4154,1.29,8962,0,0,0,False,0,0
259,2018-04-01 02:29:54,988,9256,80.62,8994,0,0,0,False,0,0
260,2018-04-01 02:30:00,358,2834,74.36,9000,0,0,0,False,0,0
261,2018-04-01 02:30:09,3826,809,49.89,9009,0,0,0,False,0,0
262,2018-04-01 02:30:25,758,4640,13.69,9025,0,0,0,False,0,0
263,2018-04-01 02:30:45,1438,8544,19.08,9045,0,0,0,False,0,0
264,2018-04-01 02:30:55,4414,2788,12.7,9055,0,0,0,False,0,0
265,2018-04-01 02:31:07,1854,5474,19.19,9067,0,0,0,False,0,0
266,2018-04-01 02:31:56,3129,225,83.12,9116,0,0,0,False,0,0
267,2018-04-01 02:31:58,1799,2123,108.76,9118,0,0,0,False,0,0
268,2018-04-01 02:32:08,4752,2088,74.75,9128,0,0,0,False,0,0
269,2018-04-01 02:32:28,4802,7298,3.95,9148,0,0,0,False,0,0
270,2018-04-01 02:32:43,4059,2096,21.92,9163,0,0,0,False,0,0
271,2018-04-01 02:32:52,2336,7009,136.87,9172,0,0,0,False,0,0
272,2018-04-01 02:32:53,3424,1921,97.1,9173,0,0,0,False,0,0
273,2018-04-01 02:33:29,3528,9724,67.33,9209,0,0,0,False,0,0
274,2018-04-01 02:33:41,177,7634,24.14,9221,0,0,0,False,0,0
275,2018-04-01 02:33:46,2953,5603,90.53,9226,0,0,0,False,0,0
276,2018-04-01 02:33:55,2337,6745,3.38,9235,0,0,0,False,0,0
277,2018-04-01 02:34:24,1460,6544,52.43,9264,0,0,0,False,0,0
278,2018-04-01 02:34:30,881,6143,17.33,9270,0,0,0,False,0,0
279,2018-04-01 02:34:50,2644,4747,105.69,9290,0,0,0,False,0,0
280,2018-04-01 02:34:51,2006,731,60.42,9291,0,0,0,False,0,0
281,2018-04-01 02:34:59,3693,1864,130.4,9299,0,0,0,False,0,0
282,2018-04-01 02:34:59,863,5492,135.33,9299,0,0,0,False,0,0
283,2018-04-01 02:35:06,2991,6587,16.66,9306,0,0,0,False,0,0
284,2018-04-01 02:35:44,286,7108,19.79,9344,0,0,0,False,0,0
285,2018-04-01 02:35:47,1266,4942,29.16,9347,0,0,0,False,0,0
286,2018-04-01 02:35:49,865,9104,20.26,9349,0,0,0,False,0,0
287,2018-04-01 02:35:58,340,1397,10.24,9358,0,0,0,False,0,0
288,2018-04-01 02:36:35,139,138,119.38,9395,0,0,0,False,0,0
289,2018-04-01 02:36:40,632,7528,33.43,9400,0,0,0,False,0,0
290,2018-04-01 02:36:41,1528,3959,57.07,9401,0,0,0,False,0,0
291,2018-04-01 02:36:47,2019,7289,18.37,9407,0,0,0,False,0,0
292,2018-04-01 02:36:49,1898,4909,20.05,9409,0,0,0,False,0,0
293,2018-04-01 02:36:59,4196,1841,10.24,9419,0,0,0,False,0,0
294,2018-04-01 02:37:22,204,1257,73.44,9442,0,0,0,False,0,0
295,2018-04-01 02:38:08,3755,2761,46.21,9488,0,0,0,False,0,0
296,2018-04-01 02:38:30,4533,655,73.45,9510,0,0,0,False,0,0
297,2018-04-01 02:38:57,3618,44,85.23,9537,0,0,0,False,0,0
298,2018-04-01 02:39:14,3581,3566,49.79,9554,0,0,0,False,0,0
299,2018-04-01 02:39:33,3784,266,61.46,9573,0,0,0,False,0,0
300,2018-04-01 02:39:44,4125,9504,11.28,9584,0,0,0,False,0,0
301,2018-04-01 02:39:56,3635,6661,88.23,9596,0,0,0,False,0,0
302,2018-04-01 02:40:13,4451,7635,74.08,9613,0,0,0,False,0,0
303,2018-04-01 02:40:36,2255,7532,61.8,9636,0,0,0,False,0,0
304,2018-04-01 02:40:41,4846,7359,37.15,9641,0,0,0,False,0,0
305,2018-04-01 02:40:44,3232,582,6.0,9644,0,0,0,False,0,0
306,2018-04-01 02:41:15,1718,5242,6.41,9675,0,0,0,False,0,0
307,2018-04-01 02:41:27,1438,8201,20.52,9687,0,0,0,False,0,0
308,2018-04-01 02:42:04,2139,8328,42.25,9724,0,0,0,False,0,0
309,2018-04-01 02:42:06,3887,5394,40.25,9726,0,0,0,False,0,0
310,2018-04-01 02:42:11,4135,857,108.32,9731,0,0,0,False,0,0
311,2018-04-01 02:42:24,4773,618,58.53,9744,0,0,0,False,0,0
312,2018-04-01 02:42:44,884,8870,46.13,9764,0,0,0,False,0,0
313,2018-04-01 02:42:46,1151,9227,70.54,9766,0,0,0,False,0,0
314,2018-04-01 02:42:49,2988,262,10.73,9769,0,0,0,False,0,0
315,2018-04-01 02:42:52,856,3214,34.44,9772,0,0,0,False,0,0
316,2018-04-01 02:43:04,2557,4092,16.25,9784,0,0,0,False,0,0
317,2018-04-01 02:43:34,59,4005,40.21,9814,0,0,0,False,0,0
318,2018-04-01 02:43:36,4671,214,129.8,9816,0,0,0,False,0,0
319,2018-04-01 02:44:04,2730,4416,33.85,9844,0,0,0,False,0,0
320,2018-04-01 02:45:10,1655,8725,65.63,9910,0,0,0,False,0,0
321,2018-04-01 02:45:13,1557,9751,57.73,9913,0,0,0,False,0,0
322,2018-04-01 02:45:37,2558,9155,122.72,9937,0,0,0,False,0,0
323,2018-04-01 02:46:25,1447,2017,91.13,9985,0,0,0,False,0,0
324,2018-04-01 02:46:27,2555,5307,69.39,9987,0,0,0,False,0,0
325,2018-04-01 02:46:43,2418,7078,6.61,10003,0,0,0,False,0,0
326,2018-04-01 02:47:11,128,6937,96.68,10031,0,0,0,False,0,0
327,2018-04-01 02:47:46,3195,9359,23.63,10066,0,0,0,False,0,0
328,2018-04-01 02:47:53,2957,1968,63.49,10073,0,0,0,False,0,0
329,2018-04-01 02:48:29,2315,8828,149.41,10109,0,0,0,False,0,0
330,2018-04-01 02:48:39,4390,2918,39.2,10119,0,0,0,False,0,0
331,2018-04-01 02:48:57,3414,8165,69.01,10137,0,0,0,False,0,0
332,2018-04-01 02:49:33,4369,5012,85.7,10173,0,0,0,False,0,0
333,2018-04-01 02:50:04,2900,4185,26.41,10204,0,0,0,False,0,0
334,2018-04-01 02:51:27,2754,6030,73.85,10287,0,0,0,False,0,0
335,2018-04-01 02:52:02,4758,8177,37.08,10322,0,0,0,False,0,0
336,2018-04-01 02:52:44,4372,1758,15.23,10364,0,0,0,False,0,0
337,2018-04-01 02:52:45,3784,6488,40.04,10365,0,0,0,False,0,0
338,2018-04-01 02:52:51,2697,5251,17.47,10371,0,0,0,False,0,0
339,2018-04-01 02:52:54,1604,7938,18.73,10374,0,0,0,False,0,0
340,2018-04-01 02:53:06,2477,2693,37.06,10386,0,0,0,False,0,0
341,2018-04-01 02:53:27,4444,4826,68.09,10407,0,0,0,False,0,0
342,2018-04-01 02:54:33,2808,702,104.31,10473,0,0,0,False,0,0
343,2018-04-01 02:54:36,563,426,74.29,10476,0,0,0,False,0,0
344,2018-04-01 02:55:03,458,9555,6.45,10503,0,0,0,False,0,0
345,2018-04-01 02:55:18,4858,9495,9.61,10518,0,0,0,False,0,0
